ID,Nombre,Region,Localidad,Fecha,Datos,Fuente,Fuente2,x,y,Tratamiento,Comentario,top,bottom,A,L,a,Dr,Da,CC,PMP,PDR,PDL,PAU,PAI,PT,RD,Ke,Ks,Vi,pH,MO,N,P,K,VDMA
702,INIA-LaCruz_Arauco2_2015,8,NA,NA,NA,CHLSOC,NA,-73.38419916,-37.25035583,testigo,NA,0,20,-999,-999,-999,-999,1.387185271,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.31008,-999,-999,-999,-999
703,INIA-LaCruz_Arauco3_2015,8,NA,NA,NA,CHLSOC,NA,-73.38400581,-37.25043431,testigo,NA,0,20,-999,-999,-999,-999,1.451197952,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4.5686,-999,-999,-999,-999
704,INIA-LaCruz_Arauco4_2015,8,NA,NA,NA,CHLSOC,NA,-73.49651438,-37.25177248,testigo,NA,0,20,-999,-999,-999,-999,1.331280863,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5.06856,-999,-999,-999,-999
705,INIA-LaCruz_Arauco5_2015,8,NA,NA,NA,CHLSOC,NA,-73.3810414,-37.25513468,testigo,NA,0,20,-999,-999,-999,-999,1.436993233,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.65496,-999,-999,-999,-999
706,INIA-LaCruz_Arauco6_2015,8,NA,NA,NA,CHLSOC,NA,-73.38079379,-37.25511327,testigo,NA,0,20,-999,-999,-999,-999,1.442784856,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.77564,-999,-999,-999,-999
707,INIA-LaCruz_Arauco7_2015,8,NA,NA,NA,CHLSOC,NA,-73.38064359,-37.25528247,testigo,NA,0,20,-999,-999,-999,-999,1.3771871,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3.03424,-999,-999,-999,-999
708,INIA-LaCruz_Arauco8_2015,8,NA,NA,NA,CHLSOC,NA,-73.38085737,-37.25530342,testigo,NA,0,20,-999,-999,-999,-999,1.3265866,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.48256,-999,-999,-999,-999
709,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete1_2015,8,NA,NA,NA,CHLSOC,NA,-73.44009797,-37.83055242,testigo,NA,0,20,-999,-999,-999,-999,1.139303786,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.30984,-999,-999,-999,-999
710,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete2_2015,8,NA,NA,NA,CHLSOC,NA,-73.43997643,-37.83038859,testigo,NA,0,20,-999,-999,-999,-999,1.082667805,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.65464,-999,-999,-999,-999
711,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete3_2015,8,NA,NA,NA,CHLSOC,NA,-73.4397356,-37.83049355,testigo,NA,0,20,-999,-999,-999,-999,1.056514052,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.27528,-999,-999,-999,-999
712,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete4_2015,8,NA,NA,NA,CHLSOC,NA,-73.43985638,-37.83069342,testigo,NA,0,20,-999,-999,-999,-999,1.007681522,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.896,-999,-999,-999,-999
713,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete5_2015,8,NA,NA,NA,CHLSOC,NA,-73.44493466,-37.82099122,testigo,NA,0,20,-999,-999,-999,-999,0.981832592,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.44768,-999,-999,-999,-999
714,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete6_2015,8,NA,NA,NA,CHLSOC,NA,-73.4451639,-37.82089511,testigo,NA,0,20,-999,-999,-999,-999,1.049746998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.70636,-999,-999,-999,-999
715,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete7_2015,8,NA,NA,NA,CHLSOC,NA,-73.44513512,-37.82064239,testigo,NA,0,20,-999,-999,-999,-999,1.011339389,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.43052,-999,-999,-999,-999
716,INIA-LaCruz_CaÃƒÂ¯Ã‚Â¿Ã‚Â½ete8_2015,8,NA,NA,NA,CHLSOC,NA,-73.44496153,-37.8207933,testigo,NA,0,20,-999,-999,-999,-999,1.07480339,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6.62016,-999,-999,-999,-999
717,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a1_2015,7,NA,NA,NA,CHLSOC,NA,-72.09653918,-35.94613175,testigo,NA,0,20,-999,-999,-999,-999,1.645186856,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.41368,-999,-999,-999,-999
718,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a10_2015,7,NA,NA,NA,CHLSOC,NA,-72.1095127,-35.9541778,testigo,NA,0,20,-999,-999,-999,-999,1.332804975,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.82736,-999,-999,-999,-999
719,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a11_2015,7,NA,NA,NA,CHLSOC,NA,-72.10960351,-35.95442332,testigo,NA,0,20,-999,-999,-999,-999,1.398951411,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.43084,-999,-999,-999,-999
720,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a12_2015,7,NA,NA,NA,CHLSOC,NA,-72.10986381,-35.95427639,testigo,NA,0,20,-999,-999,-999,-999,1.319697616,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.03432,-999,-999,-999,-999
721,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a13_2015,7,NA,NA,NA,CHLSOC,NA,-72.10719087,-35.95523034,testigo,NA,0,20,-999,-999,-999,-999,1.296043407,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.32748,-999,-999,-999,-999
722,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a14_2015,7,NA,NA,NA,CHLSOC,NA,-72.77214364,-35.96930912,testigo,NA,0,20,-999,-999,-999,-999,1.315552033,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.34472,-999,-999,-999,-999
723,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a15_2015,7,NA,NA,NA,CHLSOC,NA,-72.10749835,-35.95530985,testigo,NA,0,20,-999,-999,-999,-999,1.416082424,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.49988,-999,-999,-999,-999
724,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a16_2015,7,NA,NA,NA,CHLSOC,NA,-72.10731227,-35.9555487,testigo,NA,0,20,-999,-999,-999,-999,1.326525636,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.724,-999,-999,-999,-999
725,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a2_2015,7,NA,NA,NA,CHLSOC,NA,-72.0964005,-35.94598419,testigo,NA,0,20,-999,-999,-999,-999,1.557885753,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.67228,-999,-999,-999,-999
726,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a3_2015,7,NA,NA,NA,CHLSOC,NA,-72.09653899,-35.94583434,testigo,NA,0,20,-999,-999,-999,-999,1.525086874,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.94812,-999,-999,-999,-999
727,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a4_2015,7,NA,NA,NA,CHLSOC,NA,-72.09669883,-35.94600944,testigo,NA,0,20,-999,-999,-999,-999,1.605620923,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.67228,-999,-999,-999,-999
728,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a5_2015,7,NA,NA,NA,CHLSOC,NA,-72.09411792,-36.01154788,testigo,NA,0,20,-999,-999,-999,-999,1.601658233,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.43092,-999,-999,-999,-999
729,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a6_2015,7,NA,NA,NA,CHLSOC,NA,-72.09629014,-35.94657634,testigo,NA,0,20,-999,-999,-999,-999,1.680485277,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.0344,-999,-999,-999,-999
730,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a7_2015,7,NA,NA,NA,CHLSOC,NA,-72.09615233,-35.94670819,testigo,NA,0,20,-999,-999,-999,-999,1.601597269,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.31024,-999,-999,-999,-999
731,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a8_2015,7,NA,NA,NA,CHLSOC,NA,-72.09614737,-35.94684326,testigo,NA,0,20,-999,-999,-999,-999,1.696518929,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.15508,-999,-999,-999,-999
732,INIA-LaCruz_CapellanÃƒÂ¯Ã‚Â¿Ã‚Â½a9_2015,7,NA,NA,NA,CHLSOC,NA,-72.10986029,-35.95406901,testigo,NA,0,20,-999,-999,-999,-999,1.292751326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2.27568,-999,-999,-999,-999
733,INIA-LaCruz_Casma1_2015,10,NA,NA,NA,CHLSOC,NA,-73.09759662,-41.01660935,testigo,NA,0,20,-999,-999,-999,-999,0.654392489,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.3776,-999,-999,-999,-999
734,INIA-LaCruz_Casma11_2015,10,NA,NA,NA,CHLSOC,NA,-73.17326868,-41.08154408,testigo,NA,0,20,-999,-999,-999,-999,0.717124916,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.7916,-999,-999,-999,-999
735,INIA-LaCruz_Casma12_2015,10,NA,NA,NA,CHLSOC,NA,-73.17340922,-41.08162738,testigo,NA,0,20,-999,-999,-999,-999,0.771383284,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15.4298,-999,-999,-999,-999
736,INIA-LaCruz_Casma13_2015,10,NA,NA,NA,CHLSOC,NA,-73.17238539,-41.08034109,testigo,NA,0,20,-999,-999,-999,-999,0.825153935,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,13.82648,-999,-999,-999,-999
737,INIA-LaCruz_Casma14_2015,10,NA,NA,NA,CHLSOC,NA,-73.17220125,-41.08011298,testigo,NA,0,20,-999,-999,-999,-999,0.962811681,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.964,-999,-999,-999,-999
738,INIA-LaCruz_Casma15_2015,10,NA,NA,NA,CHLSOC,NA,-73.17244022,-41.08008074,testigo,NA,0,20,-999,-999,-999,-999,0.714808267,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14.654,-999,-999,-999,-999
739,INIA-LaCruz_Casma16_2015,10,NA,NA,NA,CHLSOC,NA,-73.17262286,-41.08036287,testigo,NA,0,20,-999,-999,-999,-999,0.799061147,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18.7916,-999,-999,-999,-999
740,INIA-LaCruz_Casma2_2015,10,NA,NA,NA,CHLSOC,NA,-73.09773229,-41.01644045,testigo,NA,0,20,-999,-999,-999,-999,0.617387063,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.688,-999,-999,-999,-999
741,INIA-LaCruz_Casma3_2015,10,NA,NA,NA,CHLSOC,NA,-73.09820339,-41.016187,testigo,NA,0,20,-999,-999,-999,-999,0.597146863,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.3432,-999,-999,-999,-999
742,INIA-LaCruz_Casma4_2015,10,NA,NA,NA,CHLSOC,NA,-73.09826539,-41.0165123,testigo,NA,0,20,-999,-999,-999,-999,0.605742852,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,19.6536,-999,-999,-999,-999
743,INIA-LaCruz_Casma5_2015,10,NA,NA,NA,CHLSOC,NA,-73.09171013,-41.01618774,testigo,NA,0,20,-999,-999,-999,-999,0.539779309,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,32.5836,-999,-999,-999,-999
744,INIA-LaCruz_Casma6_2015,10,NA,NA,NA,CHLSOC,NA,-73.09184783,-41.01636116,testigo,NA,0,20,-999,-999,-999,-999,0.558922148,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.17,-999,-999,-999,-999
745,INIA-LaCruz_Casma7_2015,10,NA,NA,NA,CHLSOC,NA,-73.09169948,-41.01655687,testigo,NA,0,20,-999,-999,-999,-999,0.566237883,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28.1012,-999,-999,-999,-999
746,INIA-LaCruz_Casma8_2015,10,NA,NA,NA,CHLSOC,NA,-73.09143693,-41.01658855,testigo,NA,0,20,-999,-999,-999,-999,0.583673718,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.3424,-999,-999,-999,-999
747,INIA-LaCruz_Casma9_2015,10,NA,NA,NA,CHLSOC,NA,-73.17309785,-41.0816945,testigo,NA,0,20,-999,-999,-999,-999,0.802901908,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,14.55056,-999,-999,-999,-999
748,INIA-LaCruz_Catillo2_2016,16,NA,NA,NA,CHLSOC,NA,-71.78069757,-37.08055693,testigo,NA,0,20,-999,-999,-999,-999,1.057001768,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.10288,-999,-999,-999,-999
749,INIA-LaCruz_Catillo3_2016,7,NA,NA,NA,CHLSOC,NA,-71.75140158,-36.26999663,testigo,NA,0,20,-999,-999,-999,-999,0.854477839,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.1372,-999,-999,-999,-999
750,INIA-LaCruz_Catillo4_2016,7,NA,NA,NA,CHLSOC,NA,-71.75163132,-36.26988319,testigo,NA,0,20,-999,-999,-999,-999,1.116746937,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7.43044,-999,-999,-999,-999
751,INIA-LaCruz_Catillo5_2016,7,NA,NA,NA,CHLSOC,NA,-71.75353713,-36.27375969,testigo,NA,0,20,-999,-999,-999,-999,0.912820825,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.10272,-999,-999,-999,-999
752,INIA-LaCruz_Catillo6_2016,7,NA,NA,NA,CHLSOC,NA,-71.75384536,-36.27366246,testigo,NA,0,20,-999,-999,-999,-999,0.86624398,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.2234,-999,-999,-999,-999
753,INIA-LaCruz_Catillo7_2016,7,NA,NA,NA,CHLSOC,NA,-71.75387203,-36.27378802,testigo,NA,0,20,-999,-999,-999,-999,0.852587941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.17176,-999,-999,-999,-999
754,INIA-LaCruz_Catillo8_2016,7,NA,NA,NA,CHLSOC,NA,-71.75365436,-36.27392822,testigo,NA,0,20,-999,-999,-999,-999,0.950009145,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9.17168,-999,-999,-999,-999
755,INIA-LaCruz_Cato1_2016,16,NA,NA,NA,CHLSOC,NA,-71.97186114,-36.54754139,testigo,NA,0,20,-999,-999,-999,-999,0.957446809,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.51656,-999,-999,-999,-999
